"Nome","Tipo attività","Descrizione"
"Staffelegg-Salhöhe-Bözberg","bicicletta",""

"Segmento","Punto","Latitudine (gradi)","Longitudine (gradi)","Altitudine (m)","Rotta (gradi)","Precisione (m)","Velocità (m/s)","Durata","Potenza (W)","Cadenza (rpm)","Frequenza cardiaca (bpm)"
"1","1690","47.437255","8.086899","569.4000244140625","259.0","5","3.8156","2015-08-18T17:57:32.831Z","","",""
"1","1691","47.437249","8.086852","569.800048828125","256.0","5","3.753","2015-08-18T17:57:33.827Z","","",""
"1","1692","47.437237","8.086756","570.9000244140625","256.0","5","3.8781","2015-08-18T17:57:35.866Z","","",""
"1","1693","47.437225","8.086709","571.4000244140625","253.0","5","3.8781","2015-08-18T17:57:36.848Z","","",""
"1","1694","47.437201","8.086605","571.5","252.0","5","4.1283","2015-08-18T17:57:38.903Z","","",""
"1","1695","47.437189","8.086555","571.800048828125","256.0","5","4.1283","2015-08-18T17:57:39.894Z","","",""
"1","1696","47.437171","8.086444","571.9000244140625","258.0","5","4.1283","2015-08-18T17:57:41.930Z","","",""
"1","1697","47.437162","8.08639","572.300048828125","258.0","5","4.3159","2015-08-18T17:57:42.914Z","","",""
"1","1698","47.437153","8.086277","573.199951171875","257.0","5","4.3159","2015-08-18T17:57:44.844Z","","",""
"1","1699","47.437146","8.086218","573.4000244140625","257.0","5","4.2534","2015-08-18T17:57:45.826Z","","",""
"1","1700","47.437129","8.086102","573.5999755859375","255.0","5","4.1908","2015-08-18T17:57:47.850Z","","",""
"1","1701","47.437119","8.086047","573.9000244140625","256.0","5","4.2534","2015-08-18T17:57:48.843Z","","",""
"1","1702","47.4371","8.085939","574.4000244140625","257.0","5","4.0032","2015-08-18T17:57:50.910Z","","",""
"1","1703","47.43709","8.085887","574.699951171875","255.0","5","4.0032","2015-08-18T17:57:51.904Z","","",""
"1","1704","47.437067","8.085793","575.9000244140625","255.0","5","4.0658","2015-08-18T17:57:53.840Z","","",""
"1","1705","47.437056","8.085743","576.199951171875","255.0","5","3.9406","2015-08-18T17:57:54.830Z","","",""
"1","1706","47.437034","8.085644","577.0","258.0","5","4.1283","2015-08-18T17:57:56.897Z","","",""
"1","1707","47.437025","8.085588","576.9000244140625","256.0","5","4.1908","2015-08-18T17:57:57.883Z","","",""
"1","1708","47.437006","8.08548","576.9000244140625","260.0","5","4.3159","2015-08-18T17:57:59.930Z","","",""
"1","1709","47.436996","8.085422","576.699951171875","262.0","5","4.1283","2015-08-18T17:58:00.915Z","","",""
"1","1710","47.436979","8.085318","576.800048828125","257.0","5","3.753","2015-08-18T17:58:02.833Z","","",""
"1","1711","47.436974","8.085264","576.800048828125","258.0","5","4.0658","2015-08-18T17:58:03.826Z","","",""
"1","1712","47.436961","8.085159","576.9000244140625","260.0","10","3.8781","2015-08-18T17:58:05.852Z","","",""
"1","1713","47.436952","8.085117","577.5","260.0","10","4.0032","2015-08-18T17:58:06.841Z","","",""
"1","1714","47.436931","8.085023","577.699951171875","262.0","5","4.1283","2015-08-18T17:58:08.891Z","","",""
"1","1715","47.436923","8.084975","577.800048828125","261.0","5","3.6904","2015-08-18T17:58:09.884Z","","",""
"1","1716","47.436895","8.084898","578.800048828125","254.0","5","3.8156","2015-08-18T17:58:11.920Z","","",""
"1","1717","47.436884","8.084846","578.9000244140625","259.0","5","4.1908","2015-08-18T17:58:12.906Z","","",""
"1","1718","47.436876","8.084738","578.9000244140625","262.0","10","4.1908","2015-08-18T17:58:14.837Z","","",""
"1","1719","47.43687","8.084686","579.199951171875","260.0","10","4.2534","2015-08-18T17:58:15.826Z","","",""
"1","1720","47.436854","8.084576","579.199951171875","261.0","10","4.3159","2015-08-18T17:58:17.851Z","","",""
"1","1721","47.436846","8.084518","579.300048828125","265.0","10","3.9406","2015-08-18T17:58:18.840Z","","",""
"1","1722","47.436844","8.084389","579.5","266.0","10","3.3152","2015-08-18T17:58:21.918Z","","",""
"1","1723","47.436844","8.084331","579.5999755859375","264.0","10","4.0658","2015-08-18T17:58:22.903Z","","",""
"1","1724","47.436839","8.084224","580.0999755859375","263.0","10","4.0032","2015-08-18T17:58:24.939Z","","",""
"1","1725","47.43683","8.084163","580.5","264.0","10","4.1283","2015-08-18T17:58:25.918Z","","",""
"1","1726","47.436818","8.08405","581.4000244140625","265.0","10","4.1283","2015-08-18T17:58:27.950Z","","",""
"1","1727","47.436814","8.083995","581.699951171875","261.0","10","4.0658","2015-08-18T17:58:28.837Z","","",""
"1","1728","47.436802","8.083889","582.699951171875","268.0","10","4.2534","2015-08-18T17:58:30.866Z","","",""
"1","1729","47.436798","8.083833","583.0999755859375","265.0","10","4.2534","2015-08-18T17:58:31.915Z","","",""
"1","1730","47.436788","8.083719","583.4000244140625","269.0","5","4.3785","2015-08-18T17:58:33.858Z","","",""
"1","1731","47.436786","8.08366","583.699951171875","270.0","5","4.4411","2015-08-18T17:58:34.940Z","","",""
"1","1732","47.436786","8.083545","584.199951171875","272.0","5","4.3159","2015-08-18T17:58:36.860Z","","",""
"1","1733","47.436784","8.083484","584.5999755859375","272.0","5","4.3785","2015-08-18T17:58:37.894Z","","",""
"1","1734","47.436788","8.083358","585.199951171875","275.0","5","4.5661","2015-08-18T17:58:39.918Z","","",""
"1","1735","47.436789","8.083297","585.5999755859375","273.0","5","4.5661","2015-08-18T17:58:40.912Z","","",""
"1","1736","47.43679","8.083178","586.4000244140625","272.0","5","4.7538","2015-08-18T17:58:42.935Z","","",""
"1","1737","47.436791","8.083118","586.699951171875","271.0","5","4.6287","2015-08-18T17:58:43.932Z","","",""
"1","1738","47.436793","8.082996","587.800048828125","273.0","5","4.6912","2015-08-18T17:58:45.857Z","","",""
"1","1739","47.436795","8.082936","588.300048828125","272.0","5","4.6287","2015-08-18T17:58:46.852Z","","",""
"1","1740","47.436797","8.082815","589.0999755859375","271.0","5","4.8163","2015-08-18T17:58:48.875Z","","",""
"1","1741","47.436797","8.082753","589.5","271.0","5","4.8789","2015-08-18T17:58:49.906Z","","",""
"1","1742","47.436797","8.082626","590.199951171875","272.0","5","4.9415","2015-08-18T17:58:51.944Z","","",""
"1","1743","47.436798","8.082561","590.5","273.0","5","5.004","2015-08-18T17:58:52.931Z","","",""
"1","1744","47.4368","8.082435","591.0999755859375","270.0","5","4.8789","2015-08-18T17:58:54.855Z","","",""
"1","1745","47.436799","8.082374","591.5","270.0","5","4.8163","2015-08-18T17:58:55.947Z","","",""
"1","1746","47.436799","8.08225","591.800048828125","270.0","5","4.6912","2015-08-18T17:58:57.869Z","","",""
"1","1747","47.436799","8.08219","592.0999755859375","272.0","5","4.6912","2015-08-18T17:58:58.855Z","","",""
"1","1748","47.436805","8.082062","591.9000244140625","273.0","5","4.5036","2015-08-18T17:59:00.893Z","","",""
"1","1749","47.436806","8.082004","592.0999755859375","270.0","5","4.4411","2015-08-18T17:59:01.911Z","","",""
"1","1750","47.43681","8.081883","592.5","273.0","5","4.4411","2015-08-18T17:59:03.938Z","","",""
"1","1751","47.43681","8.081829","592.699951171875","275.0","5","4.3159","2015-08-18T17:59:04.925Z","","",""
"1","1752","47.436811","8.081726","593.199951171875","270.0","5","4.3159","2015-08-18T17:59:06.946Z","","",""
"1","1753","47.43681","8.081669","593.4000244140625","271.0","5","4.5036","2015-08-18T17:59:07.938Z","","",""
"1","1754","47.436811","8.081557","594.0999755859375","274.0","5","4.5036","2015-08-18T17:59:09.863Z","","",""
"1","1755","47.43681","8.081499","594.0999755859375","271.0","5","4.3159","2015-08-18T17:59:10.865Z","","",""
"1","1756","47.436821","8.081386","594.5","283.0","10","4.1283","2015-08-18T17:59:12.897Z","","",""
"1","1757","47.436832","8.081318","594.800048828125","275.0","10","5.004","2015-08-18T17:59:13.903Z","","",""
"1","1758","47.436837","8.081247","594.9000244140625","277.0","10","5.5669","2015-08-18T17:59:14.928Z","","",""
"1","1759","47.436844","8.081174","594.800048828125","279.0","10","6.1299","2015-08-18T17:59:15.917Z","","",""
"1","1760","47.436853","8.081099","594.9000244140625","282.0","10","6.1925","2015-08-18T17:59:16.948Z","","",""
"1","1761","47.436856","8.081037","595.0","284.0","10","5.4419","2015-08-18T17:59:17.926Z","","",""
"1","1762","47.436877","8.080926","595.800048828125","291.0","10","4.9415","2015-08-18T17:59:20.230Z","","",""
"1","1763","47.4369","8.080864","595.699951171875","299.0","10","5.004","2015-08-18T17:59:20.841Z","","",""
"1","1764","47.43694","8.080759","596.199951171875","302.0","10","4.8789","2015-08-18T17:59:22.883Z","","",""
"1","1765","47.436965","8.08071","596.4000244140625","311.0","10","5.004","2015-08-18T17:59:23.860Z","","",""
"1","1766","47.437021","8.080624","596.699951171875","313.0","10","4.3785","2015-08-18T17:59:25.899Z","","",""
"1","1767","47.437051","8.080584","597.0","316.0","10","4.6912","2015-08-18T17:59:26.897Z","","",""
"1","1768","47.437086","8.080548","597.300048828125","322.0","10","5.1916","2015-08-18T17:59:27.933Z","","",""
"1","1769","47.43713","8.080518","597.5999755859375","340.0","10","4.8163","2015-08-18T17:59:28.913Z","","",""
"1","1770","47.437215","8.080525","598.5","11.0","10","4.8789","2015-08-18T17:59:30.944Z","","",""
"1","1771","47.437261","8.080547","598.5999755859375","30.0","10","4.5661","2015-08-18T17:59:31.934Z","","",""
"1","1772","47.437291","8.080593","598.699951171875","45.0","10","4.6287","2015-08-18T17:59:32.841Z","","",""
"1","1773","47.4373","8.080692","600.0","59.0","10","4.8789","2015-08-18T17:59:33.836Z","","",""
"1","1774","47.437318","8.080763","600.300048828125","69.0","10","5.1291","2015-08-18T17:59:34.874Z","","",""
"1","1775","47.437328","8.080835","600.300048828125","78.0","10","5.2542","2015-08-18T17:59:35.851Z","","",""
"1","1776","47.437334","8.080913","600.4000244140625","82.0","10","5.2542","2015-08-18T17:59:36.868Z","","",""
"1","1777","47.437341","8.080988","600.4000244140625","80.0","10","5.3793","2015-08-18T17:59:37.880Z","","",""
"1","1778","47.437352","8.081078","600.5999755859375","79.0","10","6.1925","2015-08-18T17:59:38.900Z","","",""
"1","1779","47.437369","8.081158","600.800048828125","69.0","10","5.3793","2015-08-18T17:59:39.895Z","","",""
"1","1780","47.437386","8.081235","600.800048828125","72.0","10","5.3793","2015-08-18T17:59:40.926Z","","",""
"1","1781","47.437401","8.081306","600.800048828125","73.0","10","5.4419","2015-08-18T17:59:41.913Z","","",""
"1","1782","47.437417","8.081379","600.800048828125","73.0","10","5.6295","2015-08-18T17:59:42.943Z","","",""
"1","1783","47.437429","8.081454","600.9000244140625","76.0","10","5.3793","2015-08-18T17:59:43.923Z","","",""
"1","1784","47.437449","8.081576","601.0999755859375","75.0","10","5.1916","2015-08-18T17:59:45.843Z","","",""
"1","1785","47.437463","8.081644","601.199951171875","72.0","10","5.5669","2015-08-18T17:59:46.839Z","","",""
"1","1786","47.437479","8.081717","601.5","72.0","10","5.5044","2015-08-18T17:59:47.864Z","","",""
"1","1787","47.437494","8.081787","601.699951171875","71.0","10","5.5669","2015-08-18T17:59:48.857Z","","",""
"1","1788","47.437512","8.081858","601.699951171875","70.0","10","5.6295","2015-08-18T17:59:49.892Z","","",""
"1","1789","47.437529","8.081926","601.800048828125","70.0","10","5.5044","2015-08-18T17:59:50.880Z","","",""
"1","1790","47.437543","8.082001","602.0","73.0","10","5.8797","2015-08-18T17:59:51.911Z","","",""
"1","1791","47.437558","8.082073","602.300048828125","73.0","10","5.7546","2015-08-18T17:59:52.908Z","","",""
"1","1792","47.43757","8.082153","602.699951171875","75.0","10","5.8797","2015-08-18T17:59:53.940Z","","",""
"1","1793","47.437583","8.082226","602.9000244140625","74.0","10","5.7546","2015-08-18T17:59:54.826Z","","",""
"1","1794","47.437598","8.082306","603.0999755859375","72.0","10","5.7546","2015-08-18T17:59:55.893Z","","",""
"1","1795","47.437615","8.082379","603.199951171875","72.0","10","5.7546","2015-08-18T17:59:56.888Z","","",""
"1","1796","47.437632","8.082455","603.4000244140625","73.0","10","5.5044","2015-08-18T17:59:57.908Z","","",""
"1","1797","47.437647","8.082525","603.5999755859375","76.0","10","5.9422","2015-08-18T17:59:58.909Z","","",""
"1","1798","47.437661","8.082602","603.5","74.0","10","5.8171","2015-08-18T17:59:59.931Z","","",""
"1","1799","47.437677","8.082677","603.699951171875","74.0","10","5.9422","2015-08-18T18:00:00.924Z","","",""
"1","1800","47.437691","8.082756","604.0999755859375","73.0","10","6.0048","2015-08-18T18:00:01.960Z","","",""
"1","1801","47.437708","8.082836","604.4000244140625","75.0","10","6.1925","2015-08-18T18:00:02.826Z","","",""
"1","1802","47.437722","8.082918","604.699951171875","74.0","10","6.255","2015-08-18T18:00:03.848Z","","",""
"1","1803","47.437738","8.082993","604.9000244140625","73.0","10","6.255","2015-08-18T18:00:04.842Z","","",""
"1","1804","47.437754","8.083073","605.199951171875","73.0","10","6.255","2015-08-18T18:00:05.874Z","","",""
"1","1805","47.437772","8.08315","605.5999755859375","71.0","10","6.0674","2015-08-18T18:00:06.861Z","","",""
"1","1806","47.437787","8.083226","606.199951171875","73.0","10","6.0048","2015-08-18T18:00:07.895Z","","",""
"1","1807","47.4378","8.083302","606.800048828125","74.0","10","6.0674","2015-08-18T18:00:08.881Z","","",""
"1","1808","47.437812","8.08338","607.300048828125","74.0","10","6.0674","2015-08-18T18:00:09.904Z","","",""
"1","1809","47.437826","8.083463","607.699951171875","74.0","10","6.1299","2015-08-18T18:00:10.904Z","","",""
"1","1810","47.437841","8.083542","607.9000244140625","76.0","10","6.255","2015-08-18T18:00:11.930Z","","",""
"1","1811","47.437855","8.08362","608.199951171875","75.0","10","6.1925","2015-08-18T18:00:12.913Z","","",""
"1","1812","47.43787","8.083698","608.5","74.0","10","6.1299","2015-08-18T18:00:13.931Z","","",""
"1","1813","47.437885","8.083772","608.9000244140625","73.0","10","6.1925","2015-08-18T18:00:14.824Z","","",""
"1","1814","47.437902","8.083851","609.300048828125","72.0","10","6.4426","2015-08-18T18:00:15.843Z","","",""
"1","1815","47.437928","8.083912","609.800048828125","59.0","10","5.9422","2015-08-18T18:00:16.839Z","","",""
"1","1816","47.437964","8.083961","610.0999755859375","45.0","10","5.8171","2015-08-18T18:00:17.855Z","","",""
"1","1817","47.438006","8.084005","610.199951171875","32.0","10","6.0674","2015-08-18T18:00:18.848Z","","",""
"1","1818","47.438057","8.084041","610.300048828125","24.0","10","6.4426","2015-08-18T18:00:19.896Z","","",""
"1","1819","47.438115","8.084059","610.300048828125","7.0","10","6.5677","2015-08-18T18:00:20.891Z","","",""
"1","1820","47.438171","8.084047","610.5","345.0","10","6.1925","2015-08-18T18:00:21.912Z","","",""
"1","1821","47.438208","8.083994","611.199951171875","317.0","10","5.6295","2015-08-18T18:00:22.909Z","","",""
"1","1822","47.438221","8.083915","612.699951171875","297.0","10","5.1291","2015-08-18T18:00:23.953Z","","",""
"1","1823","47.438233","8.083842","613.4000244140625","291.0","10","5.2542","2015-08-18T18:00:24.832Z","","",""
"1","1824","47.438243","8.083764","613.9000244140625","284.0","10","5.692","2015-08-18T18:00:25.904Z","","",""
"1","1825","47.438251","8.083685","614.4000244140625","285.0","10","5.5669","2015-08-18T18:00:26.894Z","","",""
"1","1826","47.438259","8.08361","614.9000244140625","282.0","10","5.1916","2015-08-18T18:00:27.920Z","","",""
"1","1827","47.43827","8.083529","615.4000244140625","282.0","10","5.8171","2015-08-18T18:00:29.066Z","","",""
"1","1828","47.438281","8.083443","615.699951171875","284.0","10","6.8805","2015-08-18T18:00:29.880Z","","",""
"1","1829","47.438298","8.083349","615.800048828125","287.0","10","7.5686","2015-08-18T18:00:30.877Z","","",""
"1","1830","47.438305","8.083217","616.0","277.0","10","5.692","2015-08-18T18:00:32.898Z","","",""
"1","1831","47.438303","8.083158","616.300048828125","278.0","10","5.5044","2015-08-18T18:00:33.888Z","","",""
"1","1832","47.438311","8.083075","616.300048828125","281.0","10","6.3176","2015-08-18T18:00:34.914Z","","",""
"1","1833","47.438322","8.083","616.300048828125","288.0","10","6.0048","2015-08-18T18:00:35.902Z","","",""
"1","1834","47.438336","8.082924","616.4000244140625","285.0","10","5.5669","2015-08-18T18:00:36.945Z","","",""
"1","1835","47.438345","8.082858","617.0","280.0","10","5.3168","2015-08-18T18:00:37.926Z","","",""
"1","1836","47.438356","8.082791","617.5999755859375","280.0","10","5.692","2015-08-18T18:00:38.845Z","","",""
"1","1837","47.438368","8.082712","618.0","280.0","10","5.8171","2015-08-18T18:00:39.843Z","","",""
"1","1838","47.438381","8.082581","618.199951171875","283.0","10","5.692","2015-08-18T18:00:41.870Z","","",""
"1","1839","47.438397","8.082504","618.5","284.0","10","5.8171","2015-08-18T18:00:42.869Z","","",""
"1","1840","47.438418","8.082381","619.199951171875","288.0","10","5.9422","2015-08-18T18:00:44.906Z","","",""
"1","1841","47.438428","8.082319","619.4000244140625","283.0","10","5.7546","2015-08-18T18:00:45.894Z","","",""
"1","1842","47.438445","8.082191","620.0999755859375","280.0","10","5.8797","2015-08-18T18:00:47.929Z","","",""
"1","1843","47.438455","8.082119","620.0999755859375","282.0","10","6.0674","2015-08-18T18:00:48.919Z","","",""
"1","1844","47.438473","8.081993","620.300048828125","285.0","10","5.3793","2015-08-18T18:00:50.840Z","","",""
"1","1845","47.438484","8.081929","620.800048828125","285.0","10","5.0666","2015-08-18T18:00:51.830Z","","",""
"1","1846","47.438503","8.081806","621.5","279.0","10","5.1291","2015-08-18T18:00:53.860Z","","",""
"1","1847","47.438512","8.081736","621.800048828125","280.0","10","5.4419","2015-08-18T18:00:54.849Z","","",""
"1","1848","47.438522","8.081665","622.0","283.0","10","5.5044","2015-08-18T18:00:55.897Z","","",""
"1","1849","47.438533","8.081594","622.199951171875","283.0","10","5.5044","2015-08-18T18:00:56.824Z","","",""
"1","1850","47.438546","8.081519","622.199951171875","283.0","10","5.4419","2015-08-18T18:00:57.846Z","","",""
"1","1851","47.438556","8.081448","622.5","283.0","10","5.3793","2015-08-18T18:00:58.840Z","","",""
"1","1852","47.438567","8.081379","622.800048828125","284.0","10","5.2542","2015-08-18T18:00:59.861Z","","",""
"1","1853","47.438578","8.081309","623.0","283.0","10","5.0666","2015-08-18T18:01:00.853Z","","",""
"1","1854","47.438589","8.081239","623.0","285.0","10","5.1916","2015-08-18T18:01:01.903Z","","",""
"1","1855","47.438601","8.081167","623.0999755859375","282.0","10","5.5044","2015-08-18T18:01:02.883Z","","",""
"1","1856","47.438611","8.081095","623.300048828125","282.0","10","5.4419","2015-08-18T18:01:03.913Z","","",""
"1","1857","47.438622","8.081027","623.4000244140625","283.0","10","5.4419","2015-08-18T18:01:04.896Z","","",""
"1","1858","47.438634","8.080957","623.5","283.0","10","5.4419","2015-08-18T18:01:05.927Z","","",""
"1","1859","47.438646","8.080883","623.5","284.0","10","5.3168","2015-08-18T18:01:06.910Z","","",""
"1","1860","47.438658","8.080816","623.5","285.0","10","5.004","2015-08-18T18:01:07.936Z","","",""
"1","1861","47.43867","8.080751","623.5","287.0","10","4.7538","2015-08-18T18:01:08.824Z","","",""
"1","1862","47.438682","8.080683","623.4000244140625","284.0","10","5.004","2015-08-18T18:01:09.848Z","","",""
"1","1863","47.438693","8.080622","623.5","283.0","10","4.9415","2015-08-18T18:01:10.835Z","","",""
"1","1864","47.438704","8.080552","623.699951171875","281.0","10","5.2542","2015-08-18T18:01:11.854Z","","",""
"1","1865","47.438717","8.080484","623.699951171875","286.0","10","5.1291","2015-08-18T18:01:12.850Z","","",""
"1","1866","47.438743","8.080367","623.9000244140625","286.0","10","5.004","2015-08-18T18:01:14.894Z","","",""
"1","1867","47.438756","8.080304","624.0","288.0","10","4.8789","2015-08-18T18:01:15.886Z","","",""
"1","1868","47.438774","8.080195","624.0999755859375","284.0","10","4.7538","2015-08-18T18:01:17.925Z","","",""
"1","1869","47.438786","8.080134","624.300048828125","286.0","10","4.4411","2015-08-18T18:01:18.911Z","","",""
"1","1870","47.438801","8.080005","624.300048828125","283.0","10","5.004","2015-08-18T18:01:20.838Z","","",""
"1","1871","47.438815","8.07994","624.300048828125","287.0","10","4.5661","2015-08-18T18:01:21.830Z","","",""
"1","1872","47.43884","8.079815","624.0999755859375","284.0","10","4.3785","2015-08-18T18:01:23.866Z","","",""
"1","1873","47.438851","8.079754","623.9000244140625","285.0","10","4.8163","2015-08-18T18:01:24.860Z","","",""
"1","1874","47.438864","8.079673","623.9000244140625","283.0","10","5.1916","2015-08-18T18:01:25.897Z","","",""
"1","1875","47.438876","8.079595","623.9000244140625","282.0","10","5.692","2015-08-18T18:01:26.888Z","","",""
"1","1876","47.438889","8.079512","623.9000244140625","283.0","10","5.692","2015-08-18T18:01:27.908Z","","",""
"1","1877","47.4389","8.079421","623.800048828125","281.0","10","5.8797","2015-08-18T18:01:28.907Z","","",""
"1","1878","47.43891","8.07934","623.800048828125","280.0","10","5.7546","2015-08-18T18:01:29.932Z","","",""
"1","1879","47.438919","8.079254","623.699951171875","279.0","10","6.0674","2015-08-18T18:01:30.825Z","","",""
"1","1880","47.438927","8.079173","623.5999755859375","278.0","10","5.9422","2015-08-18T18:01:31.960Z","","",""
"1","1881","47.438934","8.079086","623.5999755859375","276.0","10","6.1299","2015-08-18T18:01:32.825Z","","",""
"1","1882","47.438939","8.079001","623.699951171875","275.0","10","6.255","2015-08-18T18:01:33.847Z","","",""
"1","1883","47.438945","8.078916","623.699951171875","276.0","10","6.3176","2015-08-18T18:01:34.841Z","","",""
"1","1884","47.43895","8.078827","623.5999755859375","275.0","10","6.1299","2015-08-18T18:01:35.862Z","","",""
"1","1885","47.438955","8.078738","623.699951171875","273.0","10","6.4426","2015-08-18T18:01:36.858Z","","",""
"1","1886","47.438958","8.078642","623.5999755859375","273.0","10","6.3801","2015-08-18T18:01:37.895Z","","",""
"1","1887","47.43896","8.078549","623.5999755859375","272.0","10","6.3176","2015-08-18T18:01:38.884Z","","",""
"1","1888","47.438962","8.078462","623.699951171875","272.0","10","6.3176","2015-08-18T18:01:39.924Z","","",""
"1","1889","47.438964","8.078378","623.699951171875","271.0","10","6.3176","2015-08-18T18:01:40.897Z","","",""
"1","1890","47.438963","8.078289","623.9000244140625","268.0","10","6.5052","2015-08-18T18:01:41.927Z","","",""
"1","1891","47.43896","8.078202","624.0999755859375","268.0","10","6.4426","2015-08-18T18:01:42.911Z","","",""
"1","1892","47.438957","8.07812","624.5999755859375","268.0","10","6.1925","2015-08-18T18:01:43.928Z","","",""
"1","1893","47.438956","8.07804","624.699951171875","269.0","10","6.1299","2015-08-18T18:01:44.826Z","","",""
"1","1894","47.438953","8.077956","625.0999755859375","269.0","10","6.1925","2015-08-18T18:01:45.840Z","","",""
"1","1895","47.43895","8.077876","625.4000244140625","268.0","10","5.8171","2015-08-18T18:01:46.824Z","","",""
"1","1896","47.438945","8.077803","625.9000244140625","266.0","10","5.5044","2015-08-18T18:01:47.849Z","","",""
"1","1897","47.438939","8.077722","626.699951171875","267.0","10","5.692","2015-08-18T18:01:48.842Z","","",""
"1","1898","47.438934","8.077644","627.300048828125","269.0","10","5.3168","2015-08-18T18:01:49.893Z","","",""
"1","1899","47.438932","8.077572","627.5","270.0","10","5.004","2015-08-18T18:01:50.886Z","","",""
"1","1900","47.438928","8.077495","627.800048828125","267.0","10","4.8789","2015-08-18T18:01:51.915Z","","",""
"1","1901","47.438925","8.077423","628.199951171875","269.0","10","4.8163","2015-08-18T18:01:52.907Z","","",""
"1","1902","47.438917","8.077295","629.300048828125","262.0","10","4.3785","2015-08-18T18:01:54.941Z","","",""
"1","1903","47.438915","8.077231","629.699951171875","263.0","10","4.4411","2015-08-18T18:01:55.921Z","","",""
"1","1904","47.438913","8.077104","630.199951171875","273.0","10","4.3785","2015-08-18T18:01:57.851Z","","",""
"1","1905","47.438913","8.077041","630.4000244140625","274.0","10","4.3159","2015-08-18T18:01:58.843Z","","",""
"1","1906","47.438913","8.076911","631.300048828125","273.0","10","4.8163","2015-08-18T18:02:00.873Z","","",""
"1","1907","47.438919","8.076857","631.4000244140625","284.0","10","4.4411","2015-08-18T18:02:01.875Z","","",""
"1","1908","47.438917","8.076728","632.0","274.0","10","4.0658","2015-08-18T18:02:04.850Z","","",""
"1","1909","47.438916","8.076663","633.0","273.0","10","4.7538","2015-08-18T18:02:05.844Z","","",""
"1","1910","47.4389","8.076577","635.0","270.0","10","4.6287","2015-08-18T18:02:06.865Z","","",""
"1","1911","47.438889","8.076502","636.0999755859375","268.0","10","4.5036","2015-08-18T18:02:07.879Z","","",""
"1","1912","47.438884","8.076429","637.0","272.0","10","4.3159","2015-08-18T18:02:08.929Z","","",""
"1","1913","47.438876","8.076369","637.9000244140625","271.0","10","4.0032","2015-08-18T18:02:09.912Z","","",""
"1","1914","47.438864","8.076259","639.199951171875","270.0","10","4.0658","2015-08-18T18:02:11.940Z","","",""
"1","1915","47.438864","8.07621","639.800048828125","271.0","10","3.5028","2015-08-18T18:02:12.820Z","","",""
"1","1916","47.438858","8.076111","640.4000244140625","269.0","10","4.0658","2015-08-18T18:02:14.901Z","","",""
"1","1917","47.438855","8.076052","640.5999755859375","268.0","10","4.1283","2015-08-18T18:02:15.890Z","","",""
"1","1918","47.438851","8.075932","641.0999755859375","271.0","10","4.0032","2015-08-18T18:02:17.919Z","","",""
"1","1919","47.438848","8.075872","641.4000244140625","269.0","10","4.2534","2015-08-18T18:02:18.917Z","","",""
"1","1920","47.438845","8.075762","641.699951171875","268.0","10","4.1283","2015-08-18T18:02:20.837Z","","",""
"1","1921","47.438844","8.075706","642.4000244140625","271.0","10","4.1283","2015-08-18T18:02:21.834Z","","",""
"1","1922","47.438839","8.075609","643.199951171875","269.0","10","3.6279","2015-08-18T18:02:23.857Z","","",""
"1","1923","47.438835","8.075562","643.5","265.0","10","3.5028","2015-08-18T18:02:24.849Z","","",""
"1","1924","47.438826","8.075461","643.699951171875","264.0","10","3.8156","2015-08-18T18:02:26.903Z","","",""
"1","1925","47.438823","8.075411","644.0999755859375","268.0","10","4.0658","2015-08-18T18:02:27.892Z","","",""
"1","1926","47.43883","8.075284","644.9000244140625","268.0","10","3.8156","2015-08-18T18:02:30.056Z","","",""
"1","1927","47.438832","8.075215","645.199951171875","264.0","10","4.4411","2015-08-18T18:02:30.909Z","","",""
"1","1928","47.438834","8.075092","645.5999755859375","268.0","10","4.4411","2015-08-18T18:02:32.946Z","","",""
"1","1929","47.438831","8.075034","645.699951171875","268.0","10","4.5036","2015-08-18T18:02:33.826Z","","",""
"1","1930","47.438835","8.07492","645.9000244140625","269.0","10","4.1283","2015-08-18T18:02:35.853Z","","",""
"1","1931","47.438835","8.074866","646.0999755859375","272.0","10","4.3159","2015-08-18T18:02:36.845Z","","",""
"1","1932","47.438836","8.074742","646.199951171875","271.0","10","4.5661","2015-08-18T18:02:38.902Z","","",""
"1","1933","47.43884","8.074677","646.699951171875","274.0","10","4.7538","2015-08-18T18:02:39.891Z","","",""
"1","1934","47.438852","8.074552","647.4000244140625","276.0","10","4.3785","2015-08-18T18:02:41.927Z","","",""
"1","1935","47.438856","8.074494","647.5999755859375","273.0","10","4.3785","2015-08-18T18:02:42.914Z","","",""
"1","1936","47.43885","8.074367","648.0999755859375","272.0","10","5.004","2015-08-18T18:02:44.954Z","","",""
"1","1937","47.438847","8.074301","648.800048828125","272.0","10","5.0666","2015-08-18T18:02:45.824Z","","",""
"1","1938","47.438844","8.074232","649.0999755859375","272.0","10","5.1916","2015-08-18T18:02:46.846Z","","",""
"1","1939","47.438842","8.074166","649.4000244140625","272.0","10","4.6287","2015-08-18T18:02:47.830Z","","",""
"1","1940","47.43884","8.074036","650.199951171875","272.0","10","5.1291","2015-08-18T18:02:49.896Z","","",""
"1","1941","47.438834","8.073969","651.0","268.0","10","5.4419","2015-08-18T18:02:50.886Z","","",""
